pietro,izby,powierzchnia,zadrzewienie,autostrada,przemys≈Ç,centrum,jezioro,lasy,tramwaj,policja,szkola,cena,zainter
4,2,30.9,11.84,3305.77148,229.8369,5074.64795,964.80566,1089.151,926.74158,2127.06958,628.35101,4530.74,TRUE
2,5,100.42,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,3754.23,TRUE
0,3,50.92,9.64,6568.891,161.9413,1167.401,2155.284,1636.498,18.02776,205.548,428.7773,6323.64,FALSE
1,2,38.6,4.12,5081.594,100.4988,1135.275,2188.201,2444.918,53.15073,1192.749,532.5646,5051.81,FALSE
4,3,39.9,24.68,6855.00732,98.48858,3126.08789,745.151,586.6217,25,1435.5835,685.65662,4511.28,TRUE
4,3,31.72,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,4728.88,TRUE
2,3,49.1,12.88,3956.28931,496.61353,10912.64648,3680.92725,120.83046,6443.14551,6829.21826,403.29889,4073.32,FALSE
3,3,44,1.2,6967.848,85.14693,1935.058,1379.828,864.523,465.2419,504.0089,325,7954.55,FALSE
2,4,65.94,100,7220.5,133.4166,7615.911,261.7728,96.04687,2599.356,1059.021,1500.833,5004.55,FALSE
1,2,33.2,21.72,4384.955,169.1892,2375.395,3475.809,2024.846,317.5689,1301.768,65,5481.93,FALSE
7,2,26.4,28.04,7681.959,90,4707.707,684.4158,283.6371,1365.156,2660.117,967.9101,2462.12,TRUE
3,4,55.7,3.6,11512.64551,248.24384,5889.14258,3631.59741,635.60992,1070,1012.13885,257.00195,6104.13,FALSE
5,2,32.1,3.08,3770.332,89.44272,2563.006,3436.859,1819.945,68.00735,590,414.8494,6386.29,FALSE
4,3,33.39,2.6,1863.498,82.0061,4448.354,2382.236,522.8049,307.6118,2130.317,165,5031.45,FALSE
6,1,25.2,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,7460.32,TRUE
2,2,66.1,5.16,10112.29,660,5621.221,1692.491,586.6217,2503.438,3065.065,1122.698,5658.09,FALSE
1,4,65.9,15.56,3756.97,125,2486.202,3182.86,1552.103,130.3841,247.3863,186.6815,5386.95,FALSE
1,2,27.3,11.64,5062.37354,139.46326,1148.43372,2161.90308,2412.01685,11.18034,1174.77661,565.26544,7142.86,FALSE
2,2,29.3,3.16,4174.12256,55.9017,2113.35034,3017.35815,1930.05835,154.43445,470.55817,25,6000,FALSE
3,4,47.2,27.16,4600.72,325.346,2250.555,1402.578,1554.26,94.86833,1025.524,317.8443,5614.41,FALSE
1,4,61.97,4.8,11185.03,194.4865,6371.35,2784.107,828.6887,2776.013,2001.05,971.558,7100.21,FALSE
6,2,42.4,0,5467.918,493.8117,2486.544,409.2065,770.0162,183.5756,110,869.0368,7040.09,FALSE
2,3,44.78,2.6,1863.498,82.0061,4448.354,2382.236,522.8049,307.6118,2130.317,165,4912.91,FALSE
4,3,31.72,0,6576.519,85,2270.595,1260.516,794.0403,35.35534,739.0027,262.3452,4728.88,TRUE
2,2,48.7,0.48,4044.90112,120.10412,5637.41504,1125.71094,901.47101,109.65856,2299.35327,657.30511,5852.16,FALSE
3,2,46.64,4.36,4792.247,340.0368,2998.033,988.863,700,220.2272,730.7701,325.9601,6968.27,FALSE
4,3,48.67,12.2,3339.768,458.0393,3521.807,2544.489,392.2372,337.6759,2082.168,82.0061,3903.84,TRUE
1,3,48.93,4.88,6336.145,98.99495,2168.277,1493.896,1040.637,245.204,493.4065,232.6478,4291.85,TRUE
0,3,53.1,6.68,11964.71,624.3397,6170.656,4221.67,530.1179,615,418.2404,110,4482.11,TRUE
2,4,63.9,1.2,3383.656,311.2073,3633.652,2440.395,506.5817,205.7304,2029.409,47.43417,4694.84,FALSE
2,2,26.58,26.32,5603.912,234.3608,4058.337,2294.559,875.5142,729.1948,802.6207,150,4514.67,TRUE
2,3,48.91,8.16,4200.268,29.15476,2450.25,3565.589,1911.603,503.0159,1226.54,281.5138,4906.97,FALSE
4,2,29.21,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,6675.8,FALSE
2,4,101.27,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,2863.63,TRUE
2,3,53.1,15.72,8346.137,395.506,3278.433,892.2023,735,706.5762,2016.99,299.0819,4274.95,TRUE
5,3,48.8,6.72,2960.95,154.0292,4231.729,2790.564,145.7738,354.4009,2495.846,445.7017,4569.67,FALSE
4,3,33.39,2.6,1863.498,82.0061,4448.354,2382.236,522.8049,307.6118,2130.317,165,5031.45,FALSE
2,2,51.83,0,5550.165,130,683.1179,1644.118,2714.171,182.0027,963.8076,161.2451,4437.58,TRUE
0,4,46.66,8.16,4200.268,29.15476,2450.25,3565.589,1911.603,503.0159,1226.54,281.5138,4543.51,FALSE
1,5,146.6,3.68,5084.294,227.706,2249.005,2675.804,2283.49,352.2783,664.1724,260.7681,4866.54,FALSE
1,3,50.9,4.56,5354.718,345,2663.611,476.2877,607.5566,159.1383,268.3282,789.0026,7426.33,FALSE
4,1,41.1,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,4866.18,TRUE
1,4,67.4,3.36,2635.318,78.26238,3672.006,3002.482,824.1511,156.9236,1381.023,611.9232,5267.06,FALSE
2,3,64.6,10.76,6204.567,94.33981,2114.356,1627.859,1178.813,252.8339,356.5459,262.4881,4953.56,FALSE
3,3,44.2,29.68,1665.42041,160,4662.30908,2185.29736,561.8941,410,2348.771,322.21887,4638.01,FALSE
7,4,51.9,21.76,8093.246,140.8013,2209.779,1963.517,1662.596,180.6239,1506.892,206.1553,4585.74,FALSE
2,2,30.3,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,2920.79,TRUE
2,2,26.4,37.88,5795.239,330.4921,3940.457,2066.712,1011.496,878.4219,841.7244,30.41381,5681.82,FALSE
6,3,48.8,10.88,10814.49,425,4907.955,3426.543,1063.073,375,1578.647,595,4303.28,TRUE
1,3,46.5,18.84,5860.795,49.49747,2450.005,1803.781,1456.039,360,479.5049,381.8377,4752.69,FALSE
1,2,32.8,6.56,4550.93945,200,2305.02173,3293.87695,2148.98242,176.13914,1181.96875,53.15073,5457.32,FALSE
2,5,127.73,0,5964.53662,152.06906,606.32086,1222.95752,2640.69116,95.13148,807.21747,299.04013,6300,FALSE
9,3,48.8,4.56,4978.084,168.003,3993.708,840.7883,292.3183,447.493,1598.945,318.0016,4487.7,TRUE
2,3,50.75,0,11679.53809,203.59273,5494.08789,5342.43848,356.72119,1840.44836,2557.71875,150.08331,5615.76,FALSE
1,4,62.78,8.84,4235.623,20,2421.843,3586.604,1942.247,486.7494,1236.709,250.7987,3185.73,TRUE
5,5,66.7,25.12,3616.808,215.0581,5169.828,1048.058,1051.059,743.4548,2037.413,365.137,3898.05,TRUE
4,4,44.73,12.2,5748.63672,275.18176,3751.20312,2024.08008,1191.07092,778.33154,694.78412,105.11898,4918.4,FALSE
1,5,61.2,14.92,4354.219,335.5965,3062.434,1463.216,1166.748,699.0887,1075.047,184.3909,5596.41,FALSE
0,4,70.36,0.36,8804.118,148.6607,2957.114,2390.131,755.4138,606.3209,862.6993,644.4571,5258.67,FALSE
0,3,43.8,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4223.74,FALSE
2,2,50.3,8.28,3380,100.4988,3950.449,2016.395,815.1227,169.8529,1521.455,284.6928,6958.25,FALSE
3,2,32.2,0,5274.135,306.4719,2692.903,552.8562,603.5106,98.61542,300,710.0176,8229.81,FALSE
3,3,49.9,16.12,3462.243,347.3111,3752.612,2310.07,623.879,156.5248,1975,238.7991,5090.18,FALSE
3,3,42.32,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,3544.42,TRUE
0,2,34.3,11.72,6175.34,62.64982,2395.798,1524.27,1145.098,381.084,531.0602,345,4897.96,TRUE
1,3,46.19,32.32,5107.35254,257.39075,3945.96631,2675.89233,1142.36597,213.6001,510.61237,432.78171,5412.43,FALSE
8,4,63.8,4.04,3246.078,304.3846,4045.198,2503.438,390.032,127.4755,2225.062,258.1182,3965.52,FALSE
0,2,26.4,7.16,6643.766,47.16991,1592.482,1749.636,1228.515,206.1553,116.297,264.1969,4734.85,TRUE
3,4,47.3,22.36,9663.379,186.8154,3521.793,3412.276,175.0714,657.0007,1585.031,159.1383,4746.3,FALSE
3,3,52,11.36,4422.59,166.4332,2337.44,3448.569,2065.097,313.4087,1303.63,42.42641,2307.69,TRUE
7,4,48.2,21.2,5630.888,155.3222,3791.101,2148.534,1142.464,678.8409,622.6155,106.3015,6203.32,FALSE
3,1,33.8,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,6360.95,TRUE
3,3,48.8,4.6,6794.63184,203.96078,1467.27637,1847.30212,1332.76025,216.44861,194.4865,109.20164,5266.39,FALSE
0,1,48.7,5.04,3692.709,51.47815,2681.017,3589.492,1786.687,70.17834,736.3763,521.5841,4168.38,TRUE
2,3,48.8,2.72,3094.047,20.61553,3955.079,2692.717,237.0654,112.361,2326.591,159.7655,4364.75,FALSE
1,3,49.4,1.68,10918.94,467.5468,4847.293,3829.181,569.3198,205,1724.253,368.6801,4919.03,TRUE
1,3,46.8,0,5964.53662,152.06906,606.32086,1222.95752,2640.69116,95.13148,807.21747,299.04013,4871.79,FALSE
1,1,47.1,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,8280.25,TRUE
1,2,28,0.2,11636.45,251.7936,6082.732,3653.646,444.7752,1265,1055.107,345.5792,5821.43,FALSE
4,2,36.4,19.76,4231.634,84.85281,2095.066,3076.837,2053.71,283.0194,597.5157,22.36068,5989.01,FALSE
1,3,79.5,1.48,12171.41,661.3811,6122.118,4783.579,82.46211,263.8655,755.0165,541.6872,6100.63,FALSE
4,2,25.64,4.44,5521.062,240.8319,2049.597,2294.613,1872.926,136.565,226.3846,652.3228,6500,FALSE
7,2,35.2,0.36,8349.854,225.8871,2438.247,2038.535,1793.6,160,1758.366,380.2959,7102.27,FALSE
3,3,79.2,0,6421.248,60.82763,2182.848,1421.487,960.2213,165.5294,572.8001,229.4559,5176.77,FALSE
2,3,45.5,25.6,4607.282,218.2888,4144.638,1195.68,652.4761,160.0781,1759.048,233.0772,5340.66,FALSE
2,4,47.36,4.28,8494.823,95.52486,2952.698,1489.043,1405,245.4588,1930.453,226.1084,4539.72,FALSE
0,4,62.9,31.08,4444.53,369.6282,4610.098,1355,769.3666,199.1231,2222.167,280.4015,4928.46,FALSE
0,2,44.3,2.52,3468.032,62.64982,6927.73,1115.101,629.6428,253.0316,3175.394,1541.833,6092.55,FALSE
2,3,46.5,2.28,10848.83,420.7434,4685.406,4563.751,459.0479,1690.947,2767.39,790.7275,4838.71,TRUE
1,3,37.15,1.04,4207.43408,121.65525,3169.2981,2796.97168,1625.5614,107.00467,733.65521,338.60007,6191.12,FALSE
3,4,62.9,16,4556.781,295.1694,4223.032,1235.607,720.0347,138.6542,1839.001,216.9101,4133.55,FALSE
4,2,26,29.32,5823.753,371.6181,3990.154,2066.132,969.1491,919.3612,894.4971,77.78175,6923.08,FALSE
1,3,44.3,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4198.65,FALSE
1,5,87.8,10.28,4868.534,47.16991,1369.617,2399.088,2310.633,75,986.0274,707.2482,2619.59,TRUE
2,4,62.9,28,8929.638,169.1892,3122.251,2041.403,1825,92.19544,2320.183,318.0016,4133.55,FALSE
9,4,70.1,4.48,3138.889,315.3173,4249.791,2599.601,292.959,325,2375.973,293.4706,4365.19,FALSE
3,2,48.8,0,10860.47,437.3214,4694.3,4580.748,468.2414,1696.18,2781.623,778.5403,6454.92,FALSE
3,3,26.75,31.4,4249.344,57.00877,4366.626,1951.8,1356.328,534.4623,1133.159,152.0691,6751.4,FALSE
4,2,32.8,16.36,3496.77,152.9706,2887.823,2614.025,518.9412,145.7738,1267.922,816.2414,5594.51,FALSE
2,3,44.78,2.6,1863.498,82.0061,4448.354,2382.236,522.8049,307.6118,2130.317,165,4912.91,FALSE
2,2,40.85,0.08,11324.0918,310.84561,5130.69189,4987.83008,91.24144,1612.51355,2547.87158,431.07425,7099.14,FALSE
4,3,35.3,25.2,7621.266,101.9804,2135.773,1433.954,1050.536,136.565,1025.11,81.3941,4390.93,FALSE
3,2,46,52.96,10543.77,130.8625,4410.003,4223.307,631.0507,1467.183,2447.294,809.506,5630.43,FALSE
1,2,40.6,19.96,4371.54736,170.88008,2802.12866,3153.4624,1833.28259,93.94147,802.76086,470,4926.11,FALSE
2,3,54.87,4.28,11651,665.3007,5637.386,4278.052,576.9748,130,945.8462,348.2097,5831.97,FALSE
1,5,73.6,14.68,11959.35,439.0045,6229.53,4127.112,465.9667,810,527.0911,192.9378,4279.89,FALSE
6,3,45.5,5.32,4458.713,335.5965,4719.667,1365.284,722.9281,289.0069,2328.395,350.8917,5274.73,FALSE
4,2,41.6,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,3365.38,TRUE
0,3,48,17.96,8919.295,295.6772,2767.716,2773.671,818.0006,375.6661,905.2071,41.23106,7812.5,FALSE
6,3,47.8,1.08,5302.681,447.7723,2550.774,565.7296,743.9422,39.05125,167.1077,725,8577.41,FALSE
3,3,91.1,9.36,4782.31396,332.03915,2366.47412,2972.48218,2288.16528,168.00298,873.16949,117.68602,1931.94,TRUE
2,3,36.3,14.68,5529.562,290.6888,915.2595,1261.2,2517.539,161.5549,1169.541,140.89,3443.53,TRUE
3,5,100.42,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,3186.62,TRUE
1,3,36,8.92,3655,65,3934.21216,2018.59485,1128.9375,492.06198,1279.89258,422.16702,5555.56,FALSE
5,2,68.46,0,4440.048,288.4874,2408.402,3379.8,2032.953,195.5761,1180.72,70,3067.48,TRUE
4,3,47,12.68,5738.419,253.1798,622.3544,2220.051,2655.377,261.0077,804.5496,36.40055,2978.72,TRUE
8,2,26.3,28.04,7681.959,90,4707.707,684.4158,283.6371,1365.156,2660.117,967.9101,4562.74,TRUE
1,3,54.6,5.4,3602.003,18.02776,2666.632,3392.702,1590.126,53.85165,447.3533,197.8004,3021.98,TRUE
2,3,58.59,10.44,4731.609,174.4276,3931.428,2527.301,1416.483,164.4688,565.7296,646.2198,6789.55,FALSE
1,5,118.96,0.52,6191.012,159.1383,517.8803,1255.807,2729.29,325,650.4806,325,3250,TRUE
3,3,43.8,0.88,11668.99,287.4457,6100.041,3696.755,422.019,1230,1009.071,375,6004.57,FALSE
3,4,52.91,0,11541.91016,380.78867,5342.86914,5063.16113,62.64982,1543.76978,2345.65552,436.03326,5481.01,FALSE
1,1,20.2,1.08,11545,120.41595,6521.24219,3200.25781,602.99255,2460,1710.93542,1009.26953,5099.01,TRUE
9,3,49,9.2,2045.97778,109.65856,4509.9917,3871.56616,286.35641,801.56097,2663.65356,1148.43372,4120,TRUE
9,4,66.9,5.28,9308.626,763.2169,3172.873,2965.147,1493.067,364.4859,1946.715,465.8594,4185.35,TRUE
2,3,41.25,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,1769.7,TRUE
1,3,48.8,4.88,10857.06,582.5804,4891.301,3557.337,890.0562,190,1593.902,599.2704,4303.28,TRUE
3,2,40.78,24.56,4157.7998,85.14693,2771.30396,3186.3811,1688.37939,127.47549,1113.69885,220.90723,4328.1,FALSE
3,3,42.32,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,5127.6,FALSE
3,3,48,13.56,4580.221,187.6832,4382.263,2145.81,1085.415,189.7367,1004.39,463.8965,5541.67,FALSE
4,1,34.52,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,6373.12,TRUE
2,2,27.42,0.28,5689.255,5,546.1914,1626.73,2848.587,141.4214,826.1054,258.1182,3099.93,TRUE
1,2,24.2,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,4297.52,TRUE
2,3,67.8,5.28,2615.588,258.1182,3620.197,3247.449,623.398,513.1277,1268.316,770.795,3244.84,TRUE
11,5,73.1,10.24,11611.42,549.659,5825.363,3929.138,863.4958,625,748.0809,404.753,3146.37,TRUE
0,4,62.7,10.24,11611.42,549.659,5825.363,3929.138,863.4958,625,748.0809,404.753,4114.83,TRUE
0,2,56.9,1.4,6455.958,106.066,1302.085,2063.032,1541.858,78.26238,15,451.7743,6291.74,FALSE
2,4,80.5,9.76,6748.60742,55.22681,549.40875,1739.54016,2676.75171,186.07794,252.3886,301.03986,4099.38,TRUE
3,3,53.68,0,6515.582,97.08244,2060.491,1434.503,941.3953,36.05551,615.7313,76.32169,6333.83,FALSE
5,2,32.1,19.28,10174.22,154.0292,4255.919,2979.345,1421.979,325,2235.364,788.2417,4641.74,TRUE
2,4,78.52,9.16,3738.462,107.7033,2508.834,3211.923,1559.367,116.297,275.4088,177.2004,3183.9,TRUE
1,4,87.27,0.52,5034.88818,286.35641,2307.27661,2707.06934,2322.95605,363.35245,716.95538,230.48862,2635.5,TRUE
4,4,45.8,8.92,3655,65,3934.21216,2018.59485,1128.9375,492.06198,1279.89258,422.16702,5065.5,FALSE
3,2,61.63,4.8,4821.001,354.1892,2922.075,977.8165,731.454,232.0022,670.4103,300.5412,7301.64,FALSE
2,3,38,21.2,5630.58,155.0806,3786.109,2146.654,1147.454,676.9232,619.2132,110.1136,5394.74,FALSE
3,1,47.5,1.92,4279.649,132.8533,2452.575,3528.898,1931.871,370.3039,1345.669,165.6804,6421.05,TRUE
3,3,46.9,8.56,8934.373,252.9822,2795.013,2759.601,776.6112,431.5669,894.3433,106.066,7142.86,FALSE
1,2,39.58,0.28,3438.212,90.13878,6318.089,574.3257,472.0169,527.731,3075,1330.056,5950,FALSE
1,3,42,0.44,5609.771,105.4751,600.0833,1730.672,2811.801,251.0976,880.6957,281.5138,5476.19,FALSE
12,2,32,17.68,9332.155,517.9286,3258.424,2773.166,1742.326,155,2171.232,495.8074,4375,TRUE
1,2,34.78,9.96,11085.16,105.119,6306.942,2679.725,922.1985,2748.641,2097.314,955.1178,6843.01,FALSE
1,3,60.36,2.52,4336.37256,106.06602,2700.60181,3247.96094,1837.45752,14.14214,951.97162,388.90872,1590.46,TRUE
3,3,37.3,3.52,8493.505,95,2957.723,1480.355,1395,251.0976,1931.23,229.4014,5898.12,FALSE
2,3,63.6,2.88,4840.728,289.0069,2991.229,937.7633,653.3376,169.8529,699.9464,372.0215,5660.38,FALSE
4,2,25.11,17.4,4893.999,497.0161,1775.049,1252.517,1828.394,224.722,1128.938,134.6291,6770.21,FALSE
3,3,42.65,11.44,6490.27148,223.6068,2678.8103,1146.48376,840.38684,62.64982,919.26599,345.39832,5603.75,FALSE
5,3,109.1,4.08,4963.2749,243.8237,4121.07373,827.11847,372.15588,516.18793,1726.88306,212.72047,6828.6,FALSE
5,3,60.05,41.4,5258.28174,145.7738,3860.35303,2509.74609,1148.53162,338.37848,461.97943,382.39377,4329.73,FALSE
5,3,41.27,0.36,8804.118,148.6607,2957.114,2390.131,755.4138,606.3209,862.6993,644.4571,6905.74,FALSE
1,2,29.9,0.12,3545,143.17821,3850.08105,2101.14844,976.72925,286.00699,1357.23987,328.97568,4347.83,TRUE
5,3,48.7,4.96,8746.382,103.0776,2870.039,2345.768,842.9116,510.9061,771.5569,548.2928,7392.2,FALSE
3,3,65.85,2.84,6133.386,74.33035,2420.671,1553.609,1185.042,362.6638,532.6585,315,6248.93,FALSE
3,2,31.92,6.76,3593.762,46.09772,2702.961,3481.063,1624.438,32.01562,550.2726,311.8493,7205.51,FALSE
4,3,44.23,15.56,3590.488,572.931,3235.742,2341.885,645.1744,521.5362,1851.52,170.0735,5132.26,FALSE
1,2,32.8,8.76,6934.31,87.46428,1875.667,1439.514,923.5394,444.7752,445.2527,272.9469,6829.27,FALSE
4,4,55.2,9.16,3980.10376,105.47511,2287.36743,3099.07251,1762.02295,33.54102,333.20413,193.00259,5199.28,FALSE
1,4,82.27,16.44,1691.663,118.0042,5543.729,704.5566,413.5517,1253.196,2371.144,587.9838,3038.77,TRUE
2,3,41.25,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,3818.18,TRUE
2,2,33.7,8.84,3306.67505,47.16991,3638.27222,2426.11841,766.17554,252.23996,1642.71875,212.89668,6053.41,FALSE
4,3,37.6,19.52,4724.005,453.1004,2290.251,1256.433,1495.343,230.3259,828.4021,165.605,5558.51,FALSE
4,3,38.1,10.28,3460,69.64194,4086.104,1862.592,966.2945,375.6661,1481.098,504.4056,4895.01,FALSE
3,3,46.2,8.36,1727.03503,210,4528.47119,2530.41992,206.70027,620.42322,2179.13965,256.3201,3246.75,TRUE
3,3,60.85,5.08,4912.32129,31.62278,1973.22705,3031.58789,2528.75952,113.13708,932.87189,220.51077,4732.95,FALSE
3,3,83.14,31.68,4986.231,72.8011,1261.715,2366.316,2425.541,65,1105.724,591.0372,3702.19,TRUE
2,2,23.6,10.12,6650.024,40,1556.406,1780.456,1259.544,221.3594,82.0061,246.9818,6355.93,FALSE
3,3,49.55,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,4641.78,FALSE
2,2,30.3,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,2475.25,TRUE
0,3,45.5,3.68,11284.55,258.9402,5517.699,3626.31,1082.312,685.5837,1070.806,180.3469,6593.41,FALSE
1,5,108.74,14.52,5240,35,3466.44629,2407.32739,1539.51294,191.37659,93.00538,636.39612,2758.87,TRUE
0,3,46.3,12.48,5650.108,208.3867,2935.835,1950,1729.812,120,628.0326,491.1721,5701.94,FALSE
5,4,52.78,31.64,3626.927,69.46222,4584.496,1467.123,1478.462,828.4021,1644.635,130,5352.41,FALSE
1,3,37.3,24.92,6310.3584,159.53056,4055.04614,1653.25439,1159.65515,1033.46509,1305.10535,365.03424,4906.17,FALSE
2,4,63.1,8.24,5910,468.188,3410.825,1753.718,1558.349,600,742.4285,395.506,4120.44,TRUE
1,4,62.1,0.16,8755.08,69.64194,2858.549,2362.118,881.7171,479.2703,756.7199,521.5362,5314.01,FALSE
1,5,164.17,19.68,5162.599,264.764,2769.77,2450.229,2159.56,75,311.0064,344.4198,8527.75,FALSE
5,1,32.3,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,5820.43,TRUE
2,2,25.2,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,5476.19,FALSE
3,3,37.3,4.28,8494.823,95.52486,2952.698,1489.043,1405,245.4588,1930.453,226.1084,5898.12,FALSE
4,3,44.2,5.16,1944.074,31.62278,4377.308,2409.424,589.6185,236.0085,2067.565,80,4321.27,FALSE
3,3,49.4,0.96,7602.411,146.0308,4628.461,687.6772,317.5295,1280.156,2570.044,932.3626,5566.8,FALSE
0,3,50.99,4,4537.767,79.05694,2169.332,3404.732,2221.823,373.1287,1313.44,130.0961,3333.99,TRUE
3,2,48.2,9.16,6279.333,295.1694,1367.205,2089.647,1571.703,107.7033,156.5248,495.101,1019.74,TRUE
3,2,35.64,0,6424.027,90.55385,2153.793,1436.393,969.2394,153.3786,565.1549,200.125,4769.92,TRUE
0,4,62.7,10.24,11611.42,549.659,5825.363,3929.138,863.4958,625,748.0809,404.753,4114.83,TRUE
2,4,79.4,11.12,2103.48511,145.6022,4437.39209,3828.39722,320,768.65143,2587.8418,1099.14734,3084.38,TRUE
0,4,64.5,0.12,12211.7,474.3416,6080.249,5022.549,25,699.7321,1180.614,857.3943,5503.88,FALSE
4,3,61.07,9.24,7050.284,95,1926.843,1391.061,884.3783,421.0998,536.6563,298.4125,6181.43,FALSE
1,2,20.51,10.68,1133.589,175,5145.454,2076.108,258.1182,973.7171,2149.634,298.0772,5704.53,FALSE
6,2,25.11,19.72,4014.623,128.5496,2469.757,2080.024,960.013,234.094,1356.558,418.1507,5894.07,FALSE
4,4,45,44,5968.52148,514.19843,3642.3208,1774.33081,1351.89685,831.82031,846.2417,166.88319,5066.67,FALSE
4,4,68.2,2,5130.853,326.8409,4258.415,655.6866,151.8223,755.7943,1876.812,338.3785,6250,FALSE
